ID,age,gender,tenure,frequent,payment_interval,subscription_type,contract_length,after_interaction,support_needs
TRAIN_00369,38.0,M,17.0,4.0,25.0,plus,90,22.0,2
TRAIN_00370,25.0,M,54.0,16.0,18.0,vip,360,14.0,0
TRAIN_00371,33.0,F,49.0,25.0,4.0,plus,30,21.0,1
TRAIN_00372,30.0,F,22.0,26.0,20.0,vip,90,8.0,2
TRAIN_00373,35.0,M,45.0,10.0,9.0,member,360,15.0,1
TRAIN_00374,23.0,M,58.0,25.0,23.0,member,360,17.0,1
TRAIN_00375,60.0,F,50.0,20.0,18.0,plus,360,5.0,2
TRAIN_00376,18.0,F,18.0,30.0,6.0,plus,90,13.0,0
TRAIN_00377,28.0,M,35.0,7.0,17.0,plus,360,26.0,0
TRAIN_00378,59.0,F,25.0,21.0,7.0,member,90,26.0,2
TRAIN_00379,30.0,M,7.0,29.0,20.0,vip,90,20.0,2
TRAIN_00380,28.0,F,59.0,16.0,3.0,member,360,8.0,0
TRAIN_00381,38.0,F,27.0,5.0,7.0,plus,90,2.0,0
TRAIN_00382,56.0,M,48.0,4.0,13.0,member,30,27.0,2
TRAIN_00383,48.0,M,14.0,24.0,14.0,plus,360,7.0,0
TRAIN_00384,32.0,M,8.0,17.0,5.0,vip,90,22.0,0
TRAIN_00385,42.0,F,19.0,23.0,15.0,plus,360,26.0,2
TRAIN_00386,58.0,M,17.0,23.0,5.0,plus,90,14.0,2
TRAIN_00387,51.0,F,20.0,4.0,14.0,vip,90,3.0,0
TRAIN_00388,43.0,F,23.0,8.0,28.0,vip,360,2.0,2
TRAIN_00389,42.0,M,28.0,23.0,3.0,member,90,4.0,1
TRAIN_00390,24.0,M,57.0,12.0,13.0,member,90,10.0,0
TRAIN_00391,36.0,F,52.0,13.0,26.0,vip,360,10.0,1
TRAIN_00392,24.0,M,13.0,24.0,24.0,member,360,21.0,2
TRAIN_00393,46.0,F,30.0,14.0,4.0,plus,30,28.0,1
TRAIN_00394,42.0,M,31.0,11.0,1.0,plus,360,7.0,0
TRAIN_00395,35.0,F,54.0,4.0,30.0,member,30,15.0,0
TRAIN_00396,25.0,F,51.0,4.0,9.0,plus,360,10.0,0
TRAIN_00397,39.0,M,56.0,29.0,3.0,vip,360,21.0,1
TRAIN_00398,38.0,F,41.0,29.0,27.0,plus,30,30.0,2
TRAIN_00399,60.0,M,34.0,19.0,30.0,plus,90,3.0,0
TRAIN_00400,39.0,M,7.0,23.0,19.0,vip,90,9.0,0
TRAIN_00401,41.0,F,7.0,18.0,8.0,vip,90,17.0,2
TRAIN_00402,24.0,F,14.0,10.0,3.0,vip,360,6.0,1
TRAIN_00403,43.0,F,10.0,19.0,14.0,member,360,11.0,0
TRAIN_00404,20.0,F,38.0,9.0,7.0,vip,90,13.0,0
TRAIN_00405,60.0,F,26.0,17.0,16.0,member,360,27.0,2
TRAIN_00406,39.0,F,52.0,8.0,20.0,vip,360,13.0,1
TRAIN_00407,48.0,M,40.0,1.0,9.0,plus,90,1.0,0
TRAIN_00408,18.0,M,37.0,14.0,19.0,vip,360,17.0,0
TRAIN_00409,20.0,F,8.0,4.0,8.0,vip,90,8.0,0
TRAIN_00410,50.0,F,19.0,18.0,5.0,member,90,7.0,1
TRAIN_00411,26.0,F,10.0,14.0,27.0,vip,30,25.0,1
TRAIN_00412,20.0,M,47.0,10.0,5.0,plus,90,23.0,0
TRAIN_00413,63.0,F,51.0,6.0,10.0,vip,360,18.0,2
TRAIN_00414,19.0,M,20.0,24.0,9.0,plus,360,8.0,0
TRAIN_00415,37.0,M,52.0,9.0,0.0,member,360,21.0,1
TRAIN_00416,50.0,M,47.0,4.0,4.0,member,90,19.0,1
TRAIN_00417,22.0,F,32.0,7.0,5.0,vip,90,14.0,0
TRAIN_00418,47.0,M,17.0,17.0,20.0,member,360,13.0,1
TRAIN_00419,30.0,M,50.0,6.0,11.0,member,90,8.0,1
TRAIN_00420,22.0,M,29.0,19.0,9.0,member,360,5.0,0
TRAIN_00421,40.0,F,52.0,5.0,6.0,plus,90,12.0,0
TRAIN_00422,39.0,M,34.0,1.0,0.0,plus,360,14.0,0
TRAIN_00423,41.0,F,35.0,7.0,23.0,plus,90,28.0,2
TRAIN_00424,46.0,F,58.0,23.0,22.0,plus,360,18.0,2
TRAIN_00425,20.0,M,60.0,7.0,3.0,member,360,17.0,0
TRAIN_00426,47.0,M,39.0,5.0,18.0,vip,30,28.0,0
TRAIN_00427,59.0,M,37.0,25.0,19.0,plus,360,26.0,2
TRAIN_00428,41.0,F,11.0,28.0,24.0,vip,360,22.0,2
TRAIN_00429,55.0,M,24.0,10.0,3.0,plus,30,28.0,2
TRAIN_00430,30.0,F,40.0,27.0,12.0,member,90,10.0,0
TRAIN_00431,40.0,F,9.0,7.0,16.0,vip,360,3.0,1
TRAIN_00432,40.0,F,36.0,3.0,27.0,vip,30,6.0,2
TRAIN_00433,41.0,M,24.0,6.0,7.0,plus,30,7.0,2
TRAIN_00434,50.0,M,54.0,13.0,7.0,plus,360,25.0,0
TRAIN_00435,65.0,F,35.0,4.0,20.0,plus,90,12.0,2
TRAIN_00436,36.0,F,37.0,8.0,9.0,vip,360,3.0,0
TRAIN_00437,33.0,F,43.0,13.0,8.0,vip,90,9.0,1
TRAIN_00438,46.0,F,56.0,9.0,12.0,member,360,26.0,2
TRAIN_00439,53.0,F,20.0,26.0,19.0,member,90,6.0,2
TRAIN_00440,40.0,F,18.0,29.0,1.0,vip,90,5.0,0
TRAIN_00441,18.0,M,26.0,26.0,18.0,member,90,16.0,0
TRAIN_00442,33.0,F,49.0,29.0,12.0,vip,360,9.0,0
TRAIN_00443,25.0,F,44.0,11.0,30.0,member,360,22.0,0
TRAIN_00444,30.0,M,27.0,10.0,19.0,plus,90,21.0,0
TRAIN_00445,62.0,F,33.0,22.0,27.0,vip,30,18.0,2
TRAIN_00446,41.0,M,60.0,30.0,22.0,plus,360,17.0,1
TRAIN_00447,24.0,F,53.0,21.0,11.0,vip,360,5.0,0
TRAIN_00448,38.0,M,58.0,12.0,1.0,member,360,12.0,1
TRAIN_00449,26.0,F,24.0,9.0,3.0,member,90,3.0,2
TRAIN_00450,27.0,M,8.0,25.0,16.0,plus,360,7.0,0
TRAIN_00451,41.0,F,24.0,2.0,20.0,plus,90,21.0,0
TRAIN_00452,23.0,F,57.0,27.0,13.0,member,90,14.0,0
TRAIN_00453,28.0,M,49.0,15.0,10.0,member,30,15.0,2
TRAIN_00454,18.0,M,11.0,24.0,0.0,member,30,18.0,1
TRAIN_00455,46.0,F,30.0,2.0,19.0,member,90,13.0,0
TRAIN_00456,54.0,M,33.0,15.0,28.0,plus,360,21.0,2
TRAIN_00457,25.0,M,27.0,21.0,10.0,plus,90,27.0,0
TRAIN_00458,30.0,F,47.0,8.0,6.0,member,360,4.0,0
TRAIN_00459,42.0,F,56.0,25.0,25.0,member,30,22.0,2
TRAIN_00460,57.0,M,54.0,22.0,11.0,member,360,28.0,0
TRAIN_00461,21.0,M,58.0,30.0,12.0,member,30,25.0,1
TRAIN_00462,49.0,M,28.0,20.0,3.0,member,360,3.0,1
TRAIN_00463,34.0,F,12.0,25.0,26.0,member,360,22.0,0
TRAIN_00464,37.0,F,55.0,27.0,12.0,plus,360,14.0,0
TRAIN_00465,37.0,M,23.0,12.0,11.0,member,360,19.0,0
TRAIN_00466,41.0,M,2.0,12.0,11.0,plus,360,9.0,0
TRAIN_00467,39.0,F,40.0,13.0,2.0,plus,360,12.0,0
TRAIN_00468,45.0,M,1.0,9.0,11.0,vip,360,21.0,1
TRAIN_00469,37.0,M,3.0,26.0,14.0,plus,90,10.0,0
TRAIN_00470,61.0,F,58.0,6.0,13.0,member,30,16.0,0
TRAIN_00471,36.0,M,35.0,7.0,1.0,member,90,18.0,0
TRAIN_00472,31.0,M,13.0,26.0,21.0,vip,360,27.0,1
TRAIN_00473,46.0,F,33.0,21.0,15.0,member,90,13.0,0
TRAIN_00474,38.0,M,36.0,15.0,12.0,member,90,25.0,0
TRAIN_00475,19.0,M,33.0,12.0,25.0,plus,30,7.0,2
TRAIN_00476,48.0,M,42.0,22.0,12.0,plus,360,25.0,2
TRAIN_00477,47.0,F,58.0,14.0,18.0,plus,360,23.0,2
TRAIN_00478,32.0,F,49.0,15.0,7.0,vip,90,5.0,2
TRAIN_00479,37.0,F,46.0,19.0,13.0,plus,360,12.0,0
TRAIN_00480,62.0,M,12.0,6.0,12.0,vip,360,19.0,2
TRAIN_00481,19.0,M,53.0,19.0,2.0,member,360,17.0,0
TRAIN_00482,40.0,M,60.0,9.0,12.0,plus,90,3.0,1
TRAIN_00483,32.0,F,22.0,30.0,14.0,member,90,10.0,0
TRAIN_00484,26.0,M,42.0,26.0,11.0,vip,360,3.0,0
TRAIN_00485,54.0,F,16.0,25.0,4.0,member,30,10.0,1
TRAIN_00486,37.0,M,22.0,3.0,11.0,member,30,23.0,0
TRAIN_00487,34.0,M,15.0,15.0,3.0,plus,90,16.0,0
TRAIN_00488,20.0,F,29.0,10.0,7.0,member,30,9.0,0
TRAIN_00489,31.0,M,42.0,24.0,8.0,vip,90,18.0,0
TRAIN_00490,44.0,M,49.0,12.0,11.0,vip,360,9.0,0
TRAIN_00491,41.0,M,34.0,7.0,4.0,member,360,30.0,2
TRAIN_00492,50.0,M,38.0,8.0,20.0,vip,90,24.0,1
TRAIN_00493,22.0,M,41.0,14.0,10.0,member,30,9.0,2
TRAIN_00494,38.0,M,53.0,7.0,0.0,vip,360,14.0,0
TRAIN_00495,35.0,F,2.0,30.0,9.0,vip,360,1.0,1
TRAIN_00496,34.0,F,19.0,9.0,20.0,plus,90,23.0,1
TRAIN_00497,43.0,M,14.0,13.0,7.0,vip,90,2.0,1
TRAIN_00498,44.0,F,46.0,30.0,27.0,member,90,16.0,0
TRAIN_00499,19.0,F,3.0,28.0,9.0,vip,360,19.0,2
TRAIN_00500,45.0,F,14.0,18.0,15.0,plus,90,9.0,2
TRAIN_00501,46.0,M,59.0,9.0,0.0,plus,30,14.0,2
TRAIN_00502,59.0,M,30.0,22.0,22.0,member,30,18.0,1
TRAIN_00503,43.0,M,31.0,26.0,3.0,member,360,4.0,0
TRAIN_00504,47.0,M,54.0,2.0,28.0,member,30,27.0,2
TRAIN_00505,26.0,M,53.0,17.0,16.0,member,360,14.0,0
TRAIN_00506,26.0,M,34.0,11.0,3.0,member,90,14.0,0
TRAIN_00507,41.0,F,50.0,28.0,11.0,member,90,16.0,1
TRAIN_00508,35.0,M,46.0,30.0,0.0,vip,360,21.0,0
TRAIN_00509,23.0,M,34.0,24.0,14.0,vip,30,22.0,2
TRAIN_00510,45.0,M,4.0,12.0,27.0,vip,360,14.0,2
TRAIN_00511,27.0,M,6.0,6.0,18.0,plus,360,3.0,0
TRAIN_00512,23.0,M,36.0,13.0,17.0,member,360,12.0,0
TRAIN_00513,34.0,F,44.0,28.0,16.0,plus,360,5.0,0
TRAIN_00514,45.0,M,5.0,4.0,11.0,plus,360,5.0,0
TRAIN_00515,39.0,M,48.0,25.0,13.0,vip,90,21.0,0
TRAIN_00516,18.0,M,16.0,12.0,13.0,member,360,26.0,0
TRAIN_00517,35.0,M,32.0,18.0,22.0,plus,30,27.0,1
TRAIN_00518,22.0,F,37.0,11.0,5.0,plus,90,21.0,1
TRAIN_00519,46.0,F,41.0,9.0,3.0,member,90,10.0,0
TRAIN_00520,45.0,M,60.0,2.0,2.0,vip,30,24.0,2
TRAIN_00521,49.0,F,5.0,1.0,14.0,vip,90,10.0,0
TRAIN_00522,40.0,F,56.0,6.0,8.0,vip,360,25.0,1
TRAIN_00523,41.0,F,11.0,24.0,5.0,member,360,9.0,1
TRAIN_00524,32.0,M,3.0,5.0,18.0,vip,360,4.0,0
TRAIN_00525,19.0,M,59.0,11.0,22.0,member,360,12.0,2
TRAIN_00526,48.0,M,33.0,2.0,5.0,member,360,8.0,1
TRAIN_00527,34.0,F,45.0,1.0,15.0,plus,90,4.0,1
TRAIN_00528,27.0,M,13.0,8.0,25.0,member,30,26.0,2
TRAIN_00529,62.0,M,26.0,17.0,19.0,vip,360,22.0,2
TRAIN_00530,47.0,F,35.0,19.0,13.0,plus,90,11.0,1
TRAIN_00531,23.0,M,47.0,6.0,20.0,plus,360,14.0,0
TRAIN_00532,37.0,F,56.0,5.0,10.0,member,360,2.0,0
TRAIN_00533,50.0,M,7.0,18.0,25.0,vip,360,11.0,0
TRAIN_00534,62.0,F,10.0,17.0,4.0,plus,90,2.0,2
TRAIN_00535,55.0,F,40.0,1.0,23.0,plus,30,3.0,2
TRAIN_00536,52.0,M,37.0,10.0,28.0,member,360,25.0,2
TRAIN_00537,40.0,M,49.0,26.0,16.0,vip,90,19.0,1
TRAIN_00538,44.0,F,57.0,30.0,5.0,plus,360,18.0,2
TRAIN_00539,48.0,F,36.0,26.0,11.0,member,360,7.0,1
TRAIN_00540,50.0,F,60.0,9.0,2.0,plus,90,7.0,0
TRAIN_00541,46.0,M,34.0,10.0,19.0,vip,30,7.0,1
TRAIN_00542,42.0,M,53.0,6.0,8.0,vip,360,17.0,1
TRAIN_00543,23.0,M,50.0,27.0,27.0,member,30,3.0,0
TRAIN_00544,49.0,M,33.0,26.0,3.0,vip,360,15.0,1
TRAIN_00545,48.0,M,18.0,16.0,23.0,member,30,13.0,2
TRAIN_00546,46.0,F,40.0,27.0,5.0,plus,360,5.0,1
TRAIN_00547,61.0,M,50.0,16.0,8.0,member,360,18.0,2
TRAIN_00548,49.0,M,45.0,20.0,22.0,plus,30,25.0,1
TRAIN_00549,30.0,M,29.0,1.0,4.0,member,90,11.0,0
TRAIN_00550,40.0,M,23.0,24.0,0.0,member,90,14.0,1
TRAIN_00551,40.0,M,40.0,5.0,2.0,member,360,3.0,1
TRAIN_00552,54.0,F,24.0,10.0,30.0,member,30,11.0,2
TRAIN_00553,26.0,F,33.0,28.0,24.0,member,30,1.0,0
TRAIN_00554,20.0,M,27.0,6.0,7.0,member,360,21.0,0
TRAIN_00555,43.0,M,19.0,30.0,0.0,member,90,4.0,1
TRAIN_00556,27.0,F,57.0,19.0,28.0,member,90,6.0,0
TRAIN_00557,35.0,M,8.0,27.0,7.0,member,90,15.0,0
TRAIN_00558,25.0,M,16.0,5.0,10.0,plus,30,2.0,2
TRAIN_00559,33.0,M,54.0,21.0,4.0,member,360,7.0,0
TRAIN_00560,27.0,F,1.0,22.0,15.0,plus,90,12.0,0
TRAIN_00561,54.0,F,20.0,28.0,27.0,vip,360,30.0,1
TRAIN_00562,21.0,M,28.0,24.0,23.0,plus,90,12.0,2
TRAIN_00563,65.0,M,15.0,11.0,0.0,vip,360,22.0,2
TRAIN_00564,50.0,M,45.0,14.0,30.0,member,90,15.0,0
TRAIN_00565,33.0,M,58.0,26.0,3.0,plus,90,5.0,0
TRAIN_00566,38.0,M,15.0,20.0,14.0,plus,90,24.0,1
TRAIN_00567,41.0,M,14.0,28.0,9.0,plus,90,26.0,1
TRAIN_00568,44.0,M,45.0,24.0,7.0,plus,90,4.0,1
TRAIN_00569,62.0,F,23.0,19.0,1.0,member,90,24.0,1
TRAIN_00570,36.0,M,30.0,11.0,1.0,vip,90,11.0,0
TRAIN_00571,39.0,M,27.0,7.0,4.0,plus,360,22.0,1
TRAIN_00572,31.0,M,56.0,3.0,18.0,vip,90,8.0,0
TRAIN_00573,44.0,M,26.0,3.0,25.0,member,90,14.0,0
TRAIN_00574,27.0,M,29.0,16.0,24.0,vip,360,13.0,2
TRAIN_00575,60.0,M,23.0,6.0,26.0,vip,90,3.0,0
TRAIN_00576,39.0,M,25.0,22.0,12.0,vip,90,12.0,0
TRAIN_00577,23.0,F,1.0,23.0,8.0,vip,360,24.0,0
TRAIN_00578,63.0,M,41.0,22.0,5.0,member,90,11.0,2
TRAIN_00579,55.0,F,11.0,22.0,5.0,vip,90,2.0,1
TRAIN_00580,20.0,M,20.0,30.0,30.0,member,30,16.0,1
TRAIN_00581,40.0,F,53.0,26.0,4.0,plus,90,17.0,1
TRAIN_00582,46.0,M,56.0,15.0,25.0,member,90,16.0,0
TRAIN_00583,54.0,M,46.0,27.0,8.0,vip,90,1.0,2
TRAIN_00584,40.0,M,59.0,18.0,10.0,member,360,8.0,2
TRAIN_00585,45.0,M,53.0,3.0,5.0,plus,90,19.0,0
TRAIN_00586,35.0,F,16.0,27.0,0.0,member,360,2.0,0
TRAIN_00587,23.0,F,26.0,29.0,8.0,vip,360,28.0,2
TRAIN_00588,30.0,M,35.0,11.0,7.0,plus,90,6.0,0
TRAIN_00589,47.0,M,30.0,4.0,18.0,vip,360,26.0,0
TRAIN_00590,44.0,M,44.0,28.0,10.0,member,360,30.0,1
TRAIN_00591,41.0,F,37.0,2.0,15.0,member,360,30.0,0
TRAIN_00592,60.0,M,57.0,10.0,14.0,plus,360,28.0,0
TRAIN_00593,21.0,M,22.0,23.0,7.0,plus,90,25.0,0
TRAIN_00594,44.0,F,21.0,21.0,14.0,plus,90,4.0,0
TRAIN_00595,24.0,M,44.0,13.0,15.0,plus,360,3.0,0
TRAIN_00596,52.0,M,59.0,13.0,6.0,member,30,16.0,2
TRAIN_00597,52.0,F,11.0,14.0,29.0,member,90,24.0,1
TRAIN_00598,45.0,M,18.0,27.0,10.0,member,360,24.0,1
TRAIN_00599,42.0,F,43.0,7.0,16.0,vip,360,7.0,0
TRAIN_00600,45.0,M,10.0,6.0,13.0,plus,90,12.0,1
TRAIN_00601,49.0,F,17.0,27.0,1.0,plus,360,11.0,0
TRAIN_00602,43.0,F,1.0,19.0,8.0,vip,30,3.0,2
TRAIN_00603,25.0,F,15.0,14.0,20.0,vip,30,2.0,1
TRAIN_00604,62.0,M,16.0,25.0,5.0,vip,90,4.0,2
TRAIN_00605,29.0,M,1.0,8.0,19.0,vip,360,4.0,0
TRAIN_00606,50.0,M,1.0,12.0,18.0,plus,90,13.0,0
TRAIN_00607,39.0,M,27.0,13.0,4.0,vip,90,14.0,2
TRAIN_00608,19.0,M,49.0,22.0,4.0,member,360,8.0,1
TRAIN_00609,48.0,F,40.0,9.0,1.0,plus,360,16.0,0
TRAIN_00610,34.0,M,40.0,20.0,27.0,member,90,30.0,1
TRAIN_00611,63.0,M,5.0,2.0,22.0,member,360,20.0,1
TRAIN_00612,57.0,M,60.0,23.0,6.0,vip,360,6.0,2
TRAIN_00613,36.0,M,28.0,19.0,9.0,vip,90,5.0,0
TRAIN_00614,53.0,F,23.0,4.0,13.0,vip,30,16.0,0
TRAIN_00615,37.0,M,29.0,7.0,4.0,vip,360,5.0,0
TRAIN_00616,41.0,M,54.0,9.0,29.0,plus,30,16.0,2
TRAIN_00617,54.0,M,31.0,29.0,5.0,member,30,16.0,2
TRAIN_00618,51.0,F,35.0,30.0,2.0,member,360,17.0,0
TRAIN_00619,45.0,M,6.0,17.0,20.0,vip,360,22.0,1
TRAIN_00620,58.0,M,37.0,26.0,11.0,plus,30,19.0,1
TRAIN_00621,56.0,M,23.0,29.0,9.0,member,90,6.0,0
TRAIN_00622,35.0,F,15.0,20.0,7.0,member,90,6.0,0
TRAIN_00623,28.0,M,41.0,8.0,5.0,vip,360,7.0,0
TRAIN_00624,42.0,M,52.0,30.0,29.0,vip,360,9.0,2
TRAIN_00625,35.0,M,6.0,22.0,29.0,plus,90,3.0,2
TRAIN_00626,20.0,M,57.0,12.0,15.0,member,360,11.0,1
TRAIN_00627,48.0,F,26.0,1.0,13.0,member,360,10.0,1
TRAIN_00628,48.0,M,50.0,16.0,10.0,member,360,24.0,0
TRAIN_00629,18.0,F,39.0,7.0,23.0,member,90,16.0,2
TRAIN_00630,43.0,M,19.0,15.0,26.0,plus,30,18.0,2
TRAIN_00631,24.0,M,46.0,15.0,10.0,plus,360,30.0,0
TRAIN_00632,63.0,M,42.0,23.0,19.0,plus,30,9.0,2
TRAIN_00633,40.0,M,29.0,7.0,9.0,vip,90,6.0,0
TRAIN_00634,43.0,M,46.0,4.0,6.0,plus,90,25.0,0
TRAIN_00635,45.0,M,44.0,23.0,19.0,vip,90,11.0,0
TRAIN_00636,39.0,F,16.0,21.0,26.0,vip,90,30.0,0
TRAIN_00637,33.0,F,15.0,26.0,13.0,plus,90,3.0,2
TRAIN_00638,31.0,F,51.0,21.0,18.0,plus,90,13.0,1
TRAIN_00639,43.0,F,31.0,4.0,19.0,member,90,1.0,0
TRAIN_00640,62.0,M,54.0,5.0,17.0,member,30,6.0,1
TRAIN_00641,38.0,F,48.0,10.0,28.0,member,90,28.0,0
TRAIN_00642,33.0,F,18.0,26.0,29.0,plus,90,15.0,2
TRAIN_00643,32.0,M,24.0,3.0,25.0,vip,30,3.0,0
TRAIN_00644,64.0,F,45.0,27.0,22.0,plus,30,7.0,0
TRAIN_00645,64.0,F,26.0,12.0,5.0,plus,360,5.0,1
TRAIN_00646,49.0,F,30.0,1.0,7.0,vip,360,11.0,0
TRAIN_00647,41.0,M,26.0,9.0,15.0,plus,90,19.0,0
TRAIN_00648,37.0,F,25.0,19.0,12.0,member,360,6.0,1
TRAIN_00649,21.0,F,18.0,4.0,29.0,plus,30,30.0,0
TRAIN_00650,32.0,M,23.0,2.0,5.0,plus,90,19.0,0
TRAIN_00651,18.0,M,23.0,16.0,16.0,vip,360,11.0,2
TRAIN_00652,33.0,F,21.0,2.0,29.0,member,30,13.0,0
TRAIN_00653,45.0,M,14.0,20.0,10.0,plus,360,17.0,0
TRAIN_00654,32.0,M,22.0,21.0,3.0,member,90,28.0,0
TRAIN_00655,44.0,F,46.0,19.0,16.0,vip,90,11.0,0
TRAIN_00656,22.0,F,57.0,14.0,14.0,plus,90,29.0,1
TRAIN_00657,29.0,M,40.0,17.0,28.0,plus,360,5.0,1
TRAIN_00658,65.0,F,34.0,5.0,3.0,plus,30,8.0,1
TRAIN_00659,48.0,M,46.0,6.0,15.0,plus,90,21.0,0
TRAIN_00660,55.0,M,54.0,21.0,27.0,vip,30,17.0,1
TRAIN_00661,18.0,M,53.0,12.0,2.0,plus,90,18.0,0
TRAIN_00662,19.0,F,45.0,6.0,2.0,plus,90,17.0,0
TRAIN_00663,31.0,F,35.0,23.0,1.0,vip,360,26.0,1
TRAIN_00664,46.0,F,60.0,12.0,10.0,member,360,3.0,1
TRAIN_00665,25.0,M,32.0,3.0,13.0,vip,360,11.0,0
TRAIN_00666,50.0,F,10.0,26.0,2.0,vip,360,5.0,0
TRAIN_00667,46.0,M,2.0,30.0,2.0,vip,90,29.0,2
TRAIN_00668,64.0,M,20.0,17.0,12.0,member,90,1.0,1
TRAIN_00669,30.0,F,25.0,15.0,12.0,plus,90,8.0,1
TRAIN_00670,26.0,F,2.0,6.0,16.0,member,360,17.0,0
TRAIN_00671,26.0,M,56.0,5.0,25.0,plus,90,18.0,1
TRAIN_00672,34.0,M,54.0,9.0,10.0,vip,360,12.0,1
TRAIN_00673,47.0,M,35.0,20.0,6.0,vip,360,14.0,0
TRAIN_00674,40.0,M,26.0,30.0,2.0,vip,360,15.0,0
TRAIN_00675,55.0,M,41.0,20.0,22.0,plus,30,14.0,0
TRAIN_00676,35.0,M,29.0,3.0,12.0,member,30,19.0,1
TRAIN_00677,23.0,F,31.0,13.0,21.0,member,90,8.0,0
TRAIN_00678,23.0,M,45.0,25.0,21.0,plus,360,14.0,0
TRAIN_00679,44.0,M,57.0,20.0,5.0,plus,360,13.0,0
TRAIN_00680,38.0,M,6.0,25.0,17.0,vip,90,25.0,0
TRAIN_00681,53.0,F,57.0,7.0,28.0,member,30,23.0,1
TRAIN_00682,31.0,F,56.0,8.0,0.0,vip,30,19.0,2
TRAIN_00683,32.0,M,12.0,15.0,2.0,vip,360,5.0,0
TRAIN_00684,45.0,F,26.0,15.0,16.0,member,360,7.0,2
TRAIN_00685,30.0,M,14.0,15.0,18.0,vip,90,3.0,2
TRAIN_00686,29.0,M,46.0,8.0,6.0,vip,90,16.0,0
TRAIN_00687,39.0,F,1.0,29.0,22.0,vip,90,3.0,2
TRAIN_00688,41.0,M,46.0,13.0,3.0,plus,90,25.0,0
TRAIN_00689,47.0,M,14.0,5.0,6.0,member,90,1.0,1
TRAIN_00690,50.0,M,47.0,30.0,8.0,plus,360,22.0,0
TRAIN_00691,32.0,F,5.0,14.0,19.0,plus,30,6.0,0
TRAIN_00692,35.0,M,35.0,28.0,10.0,member,30,18.0,2
TRAIN_00693,26.0,F,2.0,13.0,13.0,member,90,3.0,1
TRAIN_00694,30.0,M,29.0,6.0,8.0,plus,360,21.0,0
TRAIN_00695,18.0,M,49.0,4.0,3.0,member,90,17.0,0
TRAIN_00696,33.0,F,58.0,19.0,7.0,member,90,12.0,1
TRAIN_00697,36.0,F,4.0,21.0,9.0,member,30,30.0,2
TRAIN_00698,40.0,M,35.0,30.0,1.0,plus,360,25.0,0
TRAIN_00699,36.0,F,42.0,10.0,22.0,vip,360,3.0,2
TRAIN_00700,23.0,M,57.0,26.0,12.0,plus,90,30.0,2
TRAIN_00701,33.0,M,1.0,21.0,4.0,vip,30,5.0,2
TRAIN_00702,34.0,M,27.0,17.0,17.0,member,360,7.0,0
TRAIN_00703,40.0,M,33.0,28.0,17.0,vip,360,24.0,1
TRAIN_00704,29.0,M,46.0,3.0,9.0,member,360,28.0,1
TRAIN_00705,45.0,M,10.0,17.0,12.0,plus,90,24.0,0
TRAIN_00706,43.0,M,28.0,28.0,21.0,plus,90,9.0,0
TRAIN_00707,45.0,M,56.0,24.0,4.0,plus,90,5.0,1
TRAIN_00708,38.0,M,18.0,24.0,13.0,member,90,5.0,0
TRAIN_00709,34.0,M,16.0,10.0,9.0,plus,360,16.0,0
TRAIN_00710,30.0,M,52.0,9.0,16.0,member,360,24.0,0
TRAIN_00711,32.0,F,53.0,20.0,9.0,member,360,10.0,0
TRAIN_00712,30.0,M,60.0,11.0,15.0,plus,360,14.0,1
TRAIN_00713,50.0,M,26.0,20.0,14.0,vip,90,12.0,1
TRAIN_00714,42.0,M,15.0,24.0,0.0,vip,360,29.0,1
TRAIN_00715,26.0,F,57.0,23.0,28.0,member,360,18.0,1
TRAIN_00716,32.0,M,32.0,2.0,11.0,member,90,8.0,0
TRAIN_00717,18.0,F,49.0,13.0,25.0,plus,90,26.0,2
TRAIN_00718,48.0,M,43.0,30.0,0.0,member,90,26.0,0
TRAIN_00719,43.0,M,31.0,3.0,17.0,plus,90,14.0,0
TRAIN_00720,26.0,M,8.0,11.0,9.0,vip,90,12.0,0
TRAIN_00721,52.0,M,1.0,6.0,10.0,vip,360,29.0,2
TRAIN_00722,34.0,M,32.0,5.0,9.0,plus,90,4.0,0
TRAIN_00723,35.0,M,49.0,13.0,27.0,plus,360,29.0,1
TRAIN_00724,35.0,F,48.0,20.0,5.0,member,360,5.0,2
TRAIN_00725,55.0,M,2.0,13.0,20.0,vip,360,30.0,0
TRAIN_00726,25.0,F,47.0,3.0,17.0,member,360,3.0,0
TRAIN_00727,38.0,F,6.0,2.0,1.0,vip,30,29.0,2
TRAIN_00728,60.0,F,14.0,30.0,14.0,plus,90,11.0,2
TRAIN_00729,37.0,F,53.0,20.0,28.0,vip,30,24.0,2
TRAIN_00730,44.0,M,45.0,13.0,15.0,member,90,25.0,0
TRAIN_00731,27.0,M,45.0,18.0,11.0,plus,90,11.0,0
TRAIN_00732,30.0,M,27.0,6.0,8.0,plus,30,4.0,2
TRAIN_00733,30.0,M,21.0,12.0,19.0,member,30,8.0,0
TRAIN_00734,50.0,F,22.0,20.0,5.0,plus,30,17.0,1
TRAIN_00735,36.0,M,60.0,13.0,16.0,plus,90,26.0,0
TRAIN_00736,35.0,M,43.0,5.0,5.0,member,90,8.0,0
TRAIN_00737,48.0,M,21.0,10.0,17.0,plus,360,5.0,0
TRAIN_00738,32.0,F,17.0,6.0,18.0,plus,30,17.0,2
